profession	cnt
Tager	2
Taglechner	1
Taglehner	92
Taglehnerin	3
Taglehnerssohn	2
Taglehnerstochter	6
Taglehnertochter	1
Taglener	5
Taglenner	1
Taglhener	1
Taglhner	2
Taglohner	16
Taglöhner	7792
Taglöhner 	1
Taglöhner Kind	1
Taglöhner Tochter	1
Taglöhner u. Hausbesitzer	1
Taglöhner u. Inwohner	1
Taglöhner und Häusler	1
Taglöhnerin	770
Taglöhnerin 	1
Taglöhnering	3
Taglöhnerinn	19
Taglöhnerleute	2
Taglöhners-Wittwe	1
Taglöhners Gattin	4
Taglohners Kind	1
Taglöhners Kind	39
Taglöhners Knabe	1
Taglöhners Sohn	8
Taglöhners Söhnchen	2
Taglöhners Tochter	2
Taglöhners Und Meßners Söhnlein	1
Taglöhners Weib	4
Taglöhners Wittwe	10
Taglöhnersdochter	1
Taglöhnersehefrau	3
Taglöhnerseheleute	4
Taglöhnerseheweib	7
Taglöhnersfrau	24
Taglohnersgattin	1
Taglöhnersgattin	14
Taglöhnerskind	55
Taglöhnersmädchen	1
Taglöhnersohn	32
Taglöhnerssohn	404
Taglöhnerssöhnchen	1
Taglöhnerssöhnlein	2
Taglöhnersssohn	1
Taglöhnerstocher	1
Taglohnerstochter	6
Taglöhnerstochter	1879
Taglöhnerstöchterchen	1
Taglöhnerstochterkind	1
Taglöhnerstöchterl	2
Taglöhnersweib	4
Taglöhnerswittwe	72
Taglöhnerswitwe	9
Taglöhnertochter	42
Taglöhnrsto	1
Taglöhnrstochter	1
Taglöner	3
Tagschreiber	2
Tagtekher	1
Tagwecherin	1
Tagwercher	564
Tagwercherin	52
Tagwercherssohn	5
Tagwercherstochter	14
Tagwerchertochter	5
Tagwerchirs Tochter	1
Tagwercker	109
Tagwerckerin	7
Tagwerckerstochter	3
Tagwerckher	71
Tagwerckherin	2
Tagwerckherssohn	1
Tagwerckherstochter	4
Tagwerdcher	1
Tagwerder	2
Tagwerher	62
Tagwerherin	3
Tagwerker	304
Tagwerkerin	18
Tagwerkersgattin	2
Tagwerkerssohn	25
Tagwerkerssöhnlein	1
Tagwerkerstochter	51
Tagwerkerstöchterchen	1
Tagwerkertochter	1
Tagwerkher	342
Tagwerkher 	11
Tagwerkherin	11
Tagwerkhering	1
Tagwerkherskhind	1
Tagwerkhersohn	2
Tagwerkherssohn	2
Tagwerkherstochter	6
Tagwerkhertochter	4
Tagwirker	1
Talgöhn	1
Talhauser	1
Tallerbauer	2
Tambour	8
Tampor	1
Tänderer	1
Tandler	3
Tändler	11
Tändlerin	1
Tandlerstochter	1
Tändlerstochter	2
Tändlerswittwe	2
Tändtler	1
Tändtlerin	2
Tanfosner	1
Tannbekstochter	1
Tannersöldner	1
Tapezierer	7
Tapeziererstochter	1
Tapezierschneider	1
Tapezirer	1
Tapizierer	1
Taschenspieler	1
Taschnerhäuslersbesitzer	1
Taschnerstochter	1
Tattenböcktochter	1
Taubenbeck	2
Taubenböck	3
Taubenböckbauer	3
Taubengrubertochter	1
Taufpate d. BG	1
Taufpate der Braut                      	1
Taufpathe d. BG	1
Tauschhubergütler	1
Taxat 	1
Taxator	15
Taxbeamtenstochter	1
Taxbeamter	4
Taxentochter	1
Tay	1
Techniker	3
Tectorum compositor	1
Tectorum strator	1
Teglinus@99	1
Teisingerbauer	1
Teisingergütler	1
Teitschschuelhalter	1
Telae textor	1
Telegraphenassistent	1
Telegraphenwärther	1
Telegraphist	2
Telio	1
Tellonarius	3
Telonaria	1
Telonarius	51
Telonarius ac saltuum praefectus	1
Telonarius ac Saltuum Praefectus	1
Teloniaria	4
Teloniarius	10
Teloniigraphus	1
Telonygrapha	3
Templtochter	1
Tenenmeister	1
Tenmaister	1
Tennmaister	2
Tenorist	6
Tenorista	4
Teppichfabrikant	2
Tertiarius	1
Tesler@99	1
Testor	1
Tesxt	1
Teuchgraber	1
Teutsche Schuellmaisterin	1
Teutsche Schuelmaisterin	1
Teutsche Schulmaissterin	1
Teutscher Schuelmaister	3
Texter	2
Textor	2732
Textor lintearii	1
Textor Pannorum	1
Textor tibialium	14
Textoris filia	3
Textoris filius	3
Textorissa	6
Textormaister	1
Textria	1
Textrin	1
Textrix	14
Textrix tibialium	1
Tgl	1
Th@ Prinz	1
Thalbauer	10
Thaler	5
Thalerbauer	2
Thalerin	1
Thalersohn	3
Thalertochter	2
Thalhamer	3
Thalhamerbauer	1
Thalhamerbauerssohn	1
Thalhammerbauer	2
Thalhammerbäuerin	1
Thalhammersbauerssohn	1
Thalhauser	6
Thalhausergütler	1
Thalkreiter	1
Thallbauer	1
Thaller	4
Thallhamer	1
Thallhamerbauer	1
Thallhauser 	1
Thalmanbauer	1
Thalmann 	1
Thalmannbauer	2
Thalmannbauerstochter	2
Thalmanngütler	1
Thalmannsohn	1
Thalmanntochter	1
Thalreiter	4
Thalreiterbauer	1
Thanbergerbauer	1
Thännenmeister	1
Thanner	1
Thannerbauer	1
Thannerbauer 	1
Thannerbauerstochter	1
Thannerwittwe	1
Thar	1
Thausgütler	1
Theater Mahler	1
Theatermaschinist	1
Theatermeister	1
Theaterschneidermeister	1
Theilhaber	1
Thelmannsohn	2
Thelonarius	1
Theloniarius	1
Thenmaister	3
Thennmaister	5
Thierarzt	23
Thierarzt 	5
Thierarztenstochter	7
Thomasgruberbauer	1
Thombmeßner	1
Thorhütter	1
Thorwachter	4
Thorwächter	1
Thorwarht	1
Thorwarhtl	1
Thorwart	2
Thorwärt	1
Thorwarter	6
Thorwärter	2
Thörwärterin	1
Thorwarters Tochter	1
Thorwärterstochter	1
Thorwarth	87
Thorwarther	23
Thorwartherstochter	1
Thorwarthin	6
Thorwärthin	1
Thorwarthl	1
Thorwärthl	4
Thorwartin	1
Thorwartinn	1
Thorwartl	14
Thorwärtl	20
Thorwartlin	2
Thorwärtlin	2
Thorwartsthochter	1
Thorwartstochter	4
Thorwartter	1
Thorwirth	6
Thorwirthin	2
Thorwörthl	1
Thorwörtl	11
Thow	1
Thratschmitsohn	1
Thuchhandler	1
Thuchkhnapp	1
Thuchmacher	1
Thuechknapp	1
Thuechmacher	16
Thuechscherer	1
Thuehmacherin	1
Thuochscherer	1
Thurermeister	1
Thurmeder	1
Thurmeister	1
Thürmer	1
Thürmergesell	3
Thurmermeister	2
Thürmermeister	16
Thürmermeistersgattin	1
Thurmermeisterskind	2
Thürmermeisterstochter	3
Thurn 	1
Thurn u. Taxis Offiziant	1
Thurnbauer	3
Thurnbauer 	3
Thurnbauerntochter	1
Thurnbauerstochter	1
Thurner 	16
Thurnergesell	7
Thurnergesöll	2
Thurnergsell	1
Thurnermaister	6
Thurnermaisterin	1
Thurnermeister	42
Thürnermeister	1
Thurnermeister 	1
Thurnermeistergattin	1
Thurnermeisterin	3
Thurnermeisterinn	1
Thurnermeisters Gattin	1
Thurnermeisterssohn	2
Thurnermeisterstochter	1
Thurnerprünzin	1
Thurnersgesell	1
Thurnwachter	1
Thurnwächter	1
Tibialifex	32
Tibialium fabricator	1
Tibialium textor	11
Tibialium Textor	1
Tibialius	2
Tibiarius	1
Tibicen	1
Tibicen  	34
Tibifex	1
Tichlerm	1
Tiefengruber	3
Tierarzt	3
Tigerlbauerstochter	1
Tignarius@99	1
Tilz	1
Tinctor	207
Tinctrix	1
Tinetor	1
Tischbaur	1
Tischer	5
Tischersto	1
Tischler	226
Tischler- und Theatermeister	1
Tischler- und Theatermeisterstochter	1
Tischlergesell	12
Tischlergeselle	10
Tischlergütler 	1
Tischlergütlerin	1
Tischlergütlertochter	1
Tischlerin	5
Tischlermaister	3
Tischlermeister	132
Tischlermeisterin	3
Tischlermeisterinn	1
Tischlermeisterskind	1
Tischlermeisterssohn	1
Tischlermeisterstochter	7
Tischlersgattin	3
Tischlersgeselle	1
Tischlerskind	8
Tischlersohn	1
Tischlersöldner	1
Tischlerssohn	8
Tischlerstochter	45
Tischlerswittwe	2
Tischlerswitwe	2
Tischlertochter	4
Tiscler	1
Tishcler	1
Tisslin	1
Tissling	1
Tistularius	2
Tobaci visitator	1
Tobackh Visitierers Sohn	1
Tobackhvisitirer	1
Tobacküberreither	1
Toblerbauer	1
Tochter	223
Tochter 	1
Tochter einer Bauerstochter	1
Tochter einer led. Strickerin	1
Tochter einer Näherin	1
Tochter einer Zimmermannstochter	1
Todengraber	4
Todengräber	7
Todengräberin	1
Todengrabersohn	1
Todten Einmacherin	1
Todteneinmacher	4
Todteneinmacherin	2
Todteneinmacherstochter	1
Todtenführer	1
Todtengraabertochter	1
Todtengraber	45
Todtengräber	95
Todtengräber- u. Musikantentochter	1
Todtengraber Sohn	1
Todtengraber Tochter	1
Todtengraberin	4
Todtengräberin	4
Todtengräbers Gattin	2
Todtengräbers Söhnlein	1
Todtengräbers Töchterl	1
Tödtengräbers Zwilling	2
Todtengräbersgattin	1
Todtengräbersohn	3
Todtengräberssohn	2
Todtengraberstochter	1
Todtengräberstochter	6
Todtengräbertochter	1
Todtengräger	1
Todtengreber	3
Todtneinmacher	1
Todtnfierer	3
Todtnfiererin	1
Todtngr	1
Todtngreber	1
Toferl	2
Tohrwärthl	1
Tölgengütlerstochter	1
Tölzengütler	2
Tölzenmannin	1
Tölzentochter	1
Tonarius	5
Tonihartlgütler	2
Tonihartlhäusler	2
Tonsor	25
Toparcha	1
Töpfer	1
Töpfermeister	1
Tormentariorum Materiarius	1
Tormentarius	1
Tornarius	1
Tornator	20
Tornator globulorum	1
Tornator rosariorium	1
Torneator	17
Torneo	1
Torniator	1
Tornio	2
Tornkermüller	1
Torsteher	1
Torwart	1
Torwart 	1
Torwärter	1
Torwarth	2
Torwärtl	2
Torwortl	1
Totengraber	2
Totengräber	15
Totengraberstochter	1
Totengräberstochter	3
Totngraber	1
Tottenfuhrer	1
Tottenführer	5
Tottenführerin	1
Tottengraber	1
Tottengreber	1
Towakh Visitiererin	1
Trabant	2
Trabantus	1
Trächsler	1
Trachtsman	3
Trachtsman@99	1
Tradschmid 	1
Tradschmidt	2
Tradschmit	1
Tradtschmidt	4
Tradtschmidt 	1
Tradtschmidtmaister	1
Tradtschmidtsdochter	1
Tragamer	1
Träger	1
Traglöhnerin	1
Tragoner	42
Tragoner Haubtman	1
Tragonerfrau	1
Traidanstecher	2
Traidansteher	2
Traidhandler	2
Traidmesser	2
Traidt A@stacher	1
Traidt Anstecher	1
Traidtanstecher	2
Traidthandler	3
Traidthandlerin	2
Traidthandtlerin	1
Traidtmesser	3
Traitdthandler	1
Traithandler	1
Transitdiener	2
Transnauta	26
Transnavigarius	1
Transvector	2
Tratzieher	1
Traunerbauer	1
Traungszeuge	1
Traunsteiner Both	2
Traunsteiner Bothenstochter	1
Traunsteinerbot	3
Traunsteinerbote	1
Trautenedertochter	1
Trautmayerbauer	1
Trautmayr	2
Traxler	7
Träxler	38
Träxlerin	3
Träxlersdochter	1
Träxlertochter	1
Traydhandler	1
Traydmöster	1
Trechsler	2
Treibelsohn	1
Treiberbauer	5
Treiberknecht	1
Treiblbauer	1
Tremmelhoferbauer	1
Trenkenneuhäusler	1
Trenkermühlabbruchsgütler	1
Trenkermühlgütler	1
Trenkermüller	1
Trenkmüler	1
Trenkmüller	5
Trescher	4
Treydmester	1
Treydtmester	1
Trieflinger	1
Trieflingetochter	1
Triftaufseher	1
Trinkberger	1
Tritor	3
Trittlinger	3
Trittlingerin	1
Trivial	1
Trödler	1
Trommelschlager	1
Trompeter	16
Trompeterin	1
Trompeterstochter	1
Troqueur	1
Tröscher	10
Tröscherin	1
Troßbauer	1
Trossenhäusler	1
Trostner	1
Tröxler	1
Truchsess	6
Trüfftern	1
Trumbelschlager	1
Trumblschlager	1
Trumelschlager	3
Tubicen	1
Tuch- u. Hausknapp	1
Tuch- und Zeugmacher	1
Tuchfabrikant	6
Tuchfabrikanten Tochter	1
Tuchfabrikantensgattin	1
Tuchfabrikantin	1
Tuchfabrikbesitzer	1
Tuchfabrikbesitzerstochter	1
Tuchhändler	12
Tuchhändlerin	1
Tuchhändlers- u. Zeugmacherstochter	1
Tuchhändlerstochter	2
Tuchhausknapp	2
Tuchknab	1
Tuchknap	1
Tuchknapp	43
Tuchknapp 	1
Tuchknappe	4
Tuchknappens Töchterl	1
Tuchknappenssohn	2
Tuchknappenssöhnlein	1
Tuchknappenstochter	7
Tuchknappentochter	2
Tuchknapper	1
Tuchknappin	1
Tuchknappstochter	1
Tuchmacher	501
Tuchmachergesell	8
Tuchmachergeselle	2
Tuchmachergesellens-Gattin	1
Tuchmacherhausknapp	1
Tuchmacherin	36
Tuchmacherinn	1
Tuchmacherkind	1
Tuchmachermeister	18
Tuchmachers Gattin	2
Tuchmachers Wittwe	2
Tuchmachersfrau	1
Tuchmachersgattin	10
Tuchmachersgesell	1
Tuchmacherskind	4
Tuchmachersknapp	1
Tuchmachersknappe	1
Tuchmachersohn	1
Tuchmacherssohn	17
Tuchmacherstochter	88
Tuchmacherswittwe	6
Tuchmachertochter	1
Tuchmachesto	1
Tuchmüller	1
Tuchscheerer	8
Tuchscheerergesell	1
Tuchscheererin	3
Tuchscheerermeister	2
Tuchscheererskind	2
Tuchscheererstochter	2
Tuchscher 	1
Tuchscherer	61
Tuchscherergesell	4
Tuchschererin	5
Tuchscherermeister	4
Tuchscherersgattin	1
Tuchschererskind	2
Tuchschererssohn	2
Tuchschererstochter	9
Tuchscherertochter	1
Tuchscherrer	5
Tuchscherrerin	1
Tuchwalcherstochter	1
Tuchwalker	2
Tuchwalkerstochter	1
Tucknappens Tochter	1
Tudiator@99	1
Tuechfärber	2
Tuechhandler	1
Tuechkhnapin	1
Tuechkhnapp	10
Tuechknap	3
Tuechknapp	5
Tuechmacher	233
Tuechmacher Khnap	1
Tuechmacher Khnapp	1
Tuechmachergesell	1
Tuechmacherin	60
Tuechmacherkhind	1
Tuechmachermaister	1
Tuechmachers Kind	1
Tuechmacherstochter	4
Tuechmachertochter	1
Tuechscheerer	1
Tuechscheererin	2
Tuechscherer	56
Tuechschererin	7
Tuechscherrer	7
Tuechscherrerin	1
Tuehmacherin	1
Tuehmaher	1
Tuehscherer	1
Tuemacher	2
Tugmachergesell	1
Tuochmacher	1
Türmermeisterstochter	1
Turmwärter	1
Turneder	1
Turner	6
Turnermeister	1
Turnerstochter	1
Turnertochter	1
Turnlehrer	2
Tuschscherer	1
Tybiarius	1
Tybicen	1
Tympanista	1
Tyuetor	1
U.L. Frauen-Bilderschnitzer	1
Überackerbauer	2
Überackersohn	1
Überfischer	3
Uberführer	1
Überführer	32
Uberführerin	1
Überführerin	1
Überführerssohn	1
Überführerstochter	5
Übernehmer	99
Übernehmer des mütterlichen Anwesens	1
Übernehmerin	60
Übernehmerin d. elterl. Gutes	1
Überräither	1
Uberreider	1
Überreider	1
Uberreidter	1
Überreiter	1
Überreiterin	1
Überreither	4
Uberreitter	1
Überreitter	10
Überreitterin	1
Uberreütter	1
Ueberackerbauer	1
Ueberackerbauer 	1
Ueberackerbauer  	2
Ueberackerbäuerin	2
Ueberackerbauerssohn	2
Ueberackerbauerstochter	1
Ueberakkerbauer	1
Ueberallerbauerssohn	1
Ueberführer	2
Uebernehmer	19
Uebernehmerin	13
Uebersteher	1
Uhlane	5
Uhlanen-Fahnenschmidt	1
Uhlanencoop.	1
Uhlanenkorporal	1
Uhlanenwachtmeister	1
Uhlann	1
Uhlarn	1
Uhlngütler	1
Uhrbacher	1
Uhrchaissemacher	1
Uhrenmacherswittwe	1
Uhrenschildmacher	1
Uhrgehäusmacher	51
Uhrgehäusmachermeister	7
Uhrgehäusmacherstochter	1
Uhrgeheißmacher	2
Uhrgeheißmachermeister	3
Uhrkeismacher	1
Uhrmacher	190
Uhrmacher 	6
Uhrmacher@	1
Uhrmacherin	6
Uhrmachermechaniker	1
Uhrmachermeister	4
Uhrmachersgesell	1
Uhrmachersgsell	1
Uhrmacherskind	1
Uhrmacherstochter	29
Uhrmacherswittwe	3
Uhrrichter	1
Uibernehmer	3
Uibernehmerin	1
Uiberreiter	1
Üller	1
Umbgeher	2
Umgeldsgegenschreiber	1
Umgeltsgegenschreiber	1
Under Casarmverwahlter	1
Underambtman	1
Underdietfurth	1
Underkhnecht	4
Underknecht	1
Underlieutenant	1
Undermösner	3
Underschreiber	1
Understattcamerer	1
Underthan	9
Underthann	1
Underzehentbrobst	2
Undinator	1
Undterkhnecht	2
Undterknecht	1
Undtermüller	1
Undterstrasser	1
Undterthan	10
Uneheliche Tochter	1
Ungarncorporal	1
Ungererbauer	1
Universitätaktuar	1
Universitätsbuchdrucker	1
Universitätsbuechdrucker	1
Unter- Niederstögerbauer	1
Unter Lieutenant	2
Unteraicher	1
Unteraicherbauer	2
Unteraltenbuchner	1
Unterattenhuber	3
Unterattenhuberbauer	1
Unteraucher	1
Unterauerbauer	1
Unteraufschläger	10
Unterbachhauser  	1
Unterbachhauserbauer	1
Unterbauer	12
Unterbaumgartnerbauer	1
Unterbaumgartnerbäuerin	1
Unterbaur	3
Unterbesserer	1
Unterbessererin	1
Unterbibinger	2
Unterbichler	1
Unterbischof	1
Unterbrandstötter	1
Unterbräu	2
Unterbräuer	1
Unterbruckthalertochter	1
Unterbrunmaier	1
Unterbrunmairgütler	2
Unterbuchmaier	1
Unterbuchmaier 	2
Unterbuchmaierin	2
Unterbuchmaiertochter	1
Unterbuchner	1
Unterbuchnerbauer	1
Unterbuchstaller	2
Unterdachgruber	1
Unterdachsbauer	1
Unterdeimerl	1
Unterdirne	1
Unterecker	1
Untereggerbauer	1
Unterendfellner	1
Unterendfellnerbauer	1
Unterendfellnerbäuerin	1
Unterendfellnertochter	1
Unterendfelner	1
Unterendholzner	1
Unterenzingerbauer	1
Unterenzingerbäuerin	1
Untereschmid	1
Unterfechl	1
Unterfehler	1
Unterfolger	1
Unterfrankbauer	1
Unterfrankenbauerstochter	1
Unterfreisingerbräu	1
Unterfriesinger	1
Unterfriesingerbauer	1
Unterfurtneraustragsbauer	1
Untergallauer	1
Untergarnecker	1
Untergas	1
Untergaßner	4
Untergaßnerbauer	1
Untergöppinger	1
Untergräbner	1
Untergröbnerin	1
Untergrömer	1
Untergruber	2
Untergrunder	1
Untergrundner 	2
Untergrundnertochter	2
Unterguggenberger	1
Untergünzl	2
Untergünzlbauer	1
Untergünzlbäuerin	1
Unterhaider	1
Unterhaiderbauerssohn	1
Unterhaiderstochter	1
Unterhändler	3
Unterhändlerstochter	1
Unterhanederbauer	1
Unterharingerbauer	1
Unterharingergütler	1
Unterharingergütlerin	1
Unterharingerin	1
Unterharringerbauer	1
Unterhauneder	2
Unterhaunederbäuerin	1
Unterhäuserin	1
Unterhausersohn	2
Unterhausertochter	1
Unterhäusler	2
Unterheizinger	1
Unterhenharter	1
Unterherberger	1
Unterhinterberger	1
Unterhinterbergerstochter	1
Unterhofbauerngutbesitzer	1
Unterhofer	5
Unterhoferbauer	1
Unterhoferbäuerin	1
Unterhoferin	2
Unterholzmaier	1
Unterholzner	3
Unterholznerbauer	1
Unterholznertochter	1
Unterhuber	5
Unterhuberbauer	3
Unterhuberin	1
Unterjäger	4
Unterkagerer	2
Unterkagererbauer	1
Unterkaiser	4
Unterkammerbauer	1
Unterkammerbauerswittwe	1
Unterkienberger	3
Unterklughammer	1
Unterklughammerssohn	1
Unterknecht	1
Unterkrammer	1
Unterkronberger	1
Unterkronbergerbauer	1
Unterkronbergerssohn	1
Unterkronbergertochter	1
Unterlaabbauer	1
Unterlankersberger	3
Unterlankersbergerbauer	1
Unterlehner	1
Unterlehnersohn	1
Unterleithner	3
Unterleithnertochter	1
Unterleitner	3
Unterleitnerbauer	1
Unterleitnerbauerssohn	1
Unterleitnerbauerstochter	1
Unterleitnergütler	1
Unterlietenant	1
Unterlieutenant	1
Unterlinner	3
Untermaierhofer	2
Untermesner	1
Untermeßner	29
Untermichtlbauer	1
Untermiller	1
Untermillerin	1
Untermillner	2
Untermitterhofer	1
Untermühler	6
Untermühlerin	3
Untermühlertochter	1
Untermüll 	1
Untermüller 	11
Untermüllerhofer	1
Untermüllerssohn	2
Untermüllerstochter	2
Untermüllerswittwe	1
Untermüllertochter	1
Untermurbächer	1
Untermurböckbauer	1
Unterndorfnerbauer	1
Unternürnberger	1
Unterobergrundner	1
Unterofficier	4
Unteroffizier	5
Unteroffizierstochter	2
Unteröller	1
Unteröllinger	1
Unterpaur	2
Unterpfaffenberger	2
Unterpfeningbauer	1
Unterpfennigbauer	2
Unterpfennigbäuerin	1
Unterpfenningbauer	3
Unterpfenningbauerstochter	1
Unterpillerbauer	2
Unterpillergütler	1
Unterprenzinger	2
Unterpschorr	1
Unterpschorrmann	1
Unterradeckerbauer	1
Unterreiter	3
Unterreiterin	1
Unterreitertochter	2
Unterreitfeldner	1
Unterreithner	1
Unterretimertochter	1
Unterreuter	1
Unterrubertspergertochter	1
Untersandersohn	1
Untersasser	3
Untersauberger	1
Untersauerberger	1
Unterschachner	2
Unterschachtner	1
Unterschicklhuber	2
Unterschicklhubertochter	1
Unterschikerhuberbauer	1
Unterschlepfingerbauer	1
Unterschlotthammergütler	1
Unterschmid	5
Unterschmidbauer	5
Unterschmidbauerstochter	1
Unterschmidhuber	1
Unterschmidinger	2
Unterschmidt	1
Unterschmidtner	1
Unterschöfberger	1
Unterschreffner	1
Unterschreiber	1
Unterschwarzenhofertochter	1
Unterschweibertochter	1
Unterschweiger	1
Unterseidl	1
Unterseidltochter	1
Untersindlberger	1
Untersindlsberger	1
Untersitlspergerbauer	1
Untersollinger	1
Untersonnortner	1
Untersstrasser	1
Unterstadler	3
Unterstadlerbauer	3
Unterstadlertochter	1
Unterstaininger	1
Unterstainninger	1
Untersteger	3
Unterstegerbauer	2
Unterstegerbauerstochter	3
Unterstegertochter	1
Untersteiningerbauer	1
Unterstockhammerbauer	1
Unterstöger	1
Unterstögertochter	1
Unterstokhammerbauer	1
Unterstrasser	3
Unterstrasserbauer	1
Unterstraßerin	1
Unterstrohhammer	2
Unterstrohhammerbauer	1
Unterstrohhofer	1
Unterstrohofersohn	1
Unterstummer	2
Untersuchungsrichter	1
Unterthalinger	1
Unterthallingertochter	1
Unterthan	3
Unterveichtlbauer	1
Untervilsecker	2
Untervilseckerin	1
Unterwagenhofer	4
Unterwagenhoferin	1
Unterwagenhofertochter	1
Unterwallner	1
Unterwallner 	1
Unterwallnersohn	1
Unterweger	1
Unterweimer	1
Unterweiß	3
Unterweyerhäusler	1
Unterwichtlbauer	1
Unterwichtlbäuerin	1
Unterwieser	1
Unterwieserbäuerin	1
Unterwimmer	1
Unterwinkler	1
Unterwinklerbauer	2
Unterwittmeister	1
Unterzoichlbauer	1
Unterzwirgelmaier	1
Unterzwirglmaier	2
Untherthan	1
Untreuerbauer	1
Unverdorben	4
Unverdorbenbauer	1
Urbanbauerstochter	2
Urbanführer	1
Urbicola	3
Urgularius@99	1
Urmacher	5
Urzgütler	2
Usufructuarius	2
Ususfructuorius@99	1
Utr.jur. Dr.	1
Utr.jur.Dr.	19
Utricolarius seu tibicen	1
Utriculario	1
Utriusque Juris Doctor	1
Utzengütler	1
Uxor  musici et ludimagistri	1
Uxor adpariatoris	1
Uxor aeditui	8
Uxor aeditui et ludimagistri	1
Uxor agricolae	3
Uxor agrorum custodis	1
Uxor alutarii	7
Uxor aparitoris	2
Uxor apparitoris	8
Uxor augenoperateurs	1
Uxor aurifabri	3
Uxor barbitonsoris	1
Uxor bibliopegae	1
Uxor braxatoris	100
Uxor braxatoris et consiliarii	1
Uxor buleutae	1
Uxor buleutae et cuprearii	1
Uxor buleutae et mercatoris	1
Uxor buleutae et pistoris	2
Uxor buleutae et saponarii	1
Uxor camerarii et alutarii	1
Uxor camerarii et libarii	3
Uxor cammerarii et alutarii	1
Uxor cantoris	2
Uxor carpentarii	3
Uxor cauponis	25
Uxor cauponis 	1
Uxor chirothecificis	1
Uxor chirurgi	1
Uxor choriregentis	5
Uxor churfl. Malthesersverwalter	1
Uxor chyrothecificis	1
Uxor chyrurgi	1
Uxor civici sartoris	1
Uxor civis	2
Uxor civis alutarii camerarii	1
Uxor civis et Bordenwirkers	1
Uxor civis et chyrurgi	1
Uxor civis et consiliarii ac zonarii	1
Uxor civis et coriarii	1
Uxor civis et cribrarii	1
Uxor civis et ephippiarii	2
Uxor civis et fabri ferrarii	1
Uxor civis et figuli	1
Uxor civis et gürtler	2
Uxor civis et hortulani	1
Uxor civis et lanionis	2
Uxor civis et libarii	2
Uxor civis et pannificis	3
Uxor civis et pannitonsoris	1
Uxor civis et pellionis	1
Uxor civis et piceatoris	1
Uxor civis et pistoris	2
Uxor civis et rhedarii	1
Uxor civis et sapificis	3
Uxor civis et sartoris	2
Uxor civis et Stärkmachers	1
Uxor civis et sutoris	2
Uxor civis et textoris	1
Uxor civis et zonarii	2
Uxor clavarii	3
Uxor clavicularii	1
Uxor coloni	35
Uxor communrichters	1
Uxor consiliarii et alutarii	2
Uxor consiliarii et braxatoris	1
Uxor consiliarii et ephippiarii	1
Uxor consiliarii et fabri serarii	1
Uxor consiliarii et libarii	3
Uxor consiliarii et mercatoris	1
Uxor consiliarii et pannificis	3
Uxor consiliarii et scrinarii	1
Uxor consiliarii et tibalium textoris	1
Uxor consiliarii et tibialium textor	1
Uxor consulis	5
Uxor consulis et sapificis	1
Uxor coriarii	6
Uxor coriarii et consulis	1
Uxor coriarii et senatoris	1
Uxor cuprearii	4
Uxor cuprinarii	1
Uxor custodis agrorum	1
Uxor Dachdeckers	1
Uxor des Auditors	1
Uxor des Staabschirurgi	1
Uxor dicti fabri ferrarii	1
Uxor doctoris medicinae	1
Uxor doctoris medicino	1
Uxor doliarii	2
Uxor eius	1
Uxor ephiparii	1
Uxor ephippiarii	11
Uxor excoriatoris	1
Uxor fabri aerarii	1
Uxor fabri ferarii	1
Uxor fabri ferrarii	8
Uxor fabri lignarii	30
Uxor fabri lignarii et Lehenrößlers	1
Uxor fabri lignarii et nuncii	1
Uxor fabri murarii	22
Uxor famuli braxatoris	1
Uxor famuli braxatoris cujusdam	1
Uxor famuli piceatoris	1
Uxor Feldpostillions	1
Uxor figuli	3
Uxor forstgegenschreibers	1
Uxor Forstgerichtgegenschreibers	1
Uxor Gegenschreibers	1
Uxor grammathaei	1
Uxor Gürtlers	3
Uxor Häfenbinders	1
Uxor Hauptmanns	1
Uxor Hausmeisters	1
Uxor hospitis	56
Uxor hospitis et frumentarii	3
Uxor hospitis et nundinatoris	1
Uxor ipsius	1
Uxor J.U.L. et Polygraphi vel Syndici	1
Uxor Klosteramtmanns	1
Uxor Kosolirnbrenners et scribae	1
Uxor Kupferschmids	1
Uxor landgerichtsschreiber	2
Uxor Landrichters	1
Uxor lanionis	30
Uxor Leonis Zirnberger	1
Uxor libarii	4
Uxor Lieutenants	1
Uxor ludimagistri	1
Uxor Magazin Verwalter	1
Uxor magistri fabrorum lignariorum	3
Uxor magistri fabrorum murariorum	1
Uxor magistri murariorum	3
Uxor Mauthgegenschreibers	3
Uxor mercatoris	10
Uxor mercatoris et buleutae	1
Uxor mercatoris et consiliarii	1
Uxor militis	3
Uxor molitoris	40
Uxor mulsarii	1
Uxor murariorum magistri	1
Uxor musici	5
Uxor musici et ludimagistri	1
Uxor nuncii	12
Uxor nuncii et frumentarii	1
Uxor nuncii monacensis	1
Uxor nuntii	2
Uxor nuntii salisburgensis	1
Uxor Oberstens	1
Uxor oeconomi	1
Uxor olim braxatoris nunc hospitis	1
Uxor operarii	68
Uxor operarii et coloni	1
Uxor organizoedi	1
Uxor paedagogi	1
Uxor pannificis	13
Uxor pannificis et senatoris	1
Uxor pannitonsoris	1
Uxor pauperum judicis	1
Uxor pectinarii	1
Uxor pellificis	1
Uxor pellionis	3
Uxor pellionis et consiliarii	2
Uxor Pfändners	1
Uxor Pfendtners	1
Uxor piceatoris	2
Uxor pictoris	2
Uxor pictoris et senatoris	1
